longitude,latitude,StateCode,LGA,LGA NAME,year,Median Age Ð Males (years),Median Age Ð Females (years),Median Age Ð Persons (years),Births,Total fertility rate (per female),Deaths,Population density (persons/km2),Arrivals,Departures,Postgraduate degree (%),Train or tram To Work,Bus To Work,Car (as driver; passenger) To Work,Motor bike/scooter To Work,Bicycle To Work,Other (inc. taxis) To Work,Couple families with children under 15 and/or dependent students,Couple families with non-dependent children only,Couple families without children,One parent families; children under 15 and/or dependent students,One parent families; non-dependent children only,Broadband connection (%)
115.4842479,-29.1582015,5,55530,Mingenew (S),2014,44.2,38.9,40.7,7,,,0.2,47,57,,,,,,,,,,,,,
116.1854354,-30.49806662,5,55600,Moora (S),2010,38.6,36.2,37.3,42,2.9,14,0.7,211,289,,,,,,,,,,,,,
116.1854354,-30.49806662,5,55600,Moora (S),2011,39.2,36.3,37.7,57,3.3,8,0.7,202,267,0.9,,15,772,5,13,52,241,48,275,57,35,58.1
116.1854354,-30.49806662,5,55600,Moora (S),2012,38.6,36.2,37.5,43,3.1,15,0.7,217,255,,,,,,,,,,,,,
116.1854354,-30.49806662,5,55600,Moora (S),2013,38.8,35.7,37.6,37,3,22,0.7,165,242,,,,,,,,,,,,,
116.1854354,-30.49806662,5,55600,Moora (S),2014,39.8,35.5,38,39,2.5,17,0.7,213,263,,,,,,,,,,,,,
116.0172468,-29.06694994,5,55670,Morawa (S),2010,36.8,37.6,37.1,19,3.4,10,0.3,89,74,,,,,,,,,,,,,
116.0172468,-29.06694994,5,55670,Morawa (S),2011,37.4,37.5,37.5,15,3.6,4,0.3,77,77,0.8,,,228,,8,18,87,8,83,24,4,56.8
116.0172468,-29.06694994,5,55670,Morawa (S),2012,38.4,37.7,38.1,8,,9,0.3,49,60,,,,,,,,,,,,,
116.0172468,-29.06694994,5,55670,Morawa (S),2013,40.6,38.6,39.4,16,2.4,6,0.3,52,52,,,,,,,,,,,,,
116.0172468,-29.06694994,5,55670,Morawa (S),2014,41.1,39.1,40,11,2.2,6,0.3,38,46,,,,,,,,,,,,,
115.7655457,-32.01480439,5,55740,Mosman Park (T),2010,39.8,37.6,38.6,98,1.6,80,2107.9,1046,1012,,,,,,,,,,,,,
115.7655457,-32.01480439,5,55740,Mosman Park (T),2011,40,36.9,38.6,89,1.5,80,2116,982,1057,8.3,351,119,2479,18,100,65,818,105,818,189,92,70.6
115.7655457,-32.01480439,5,55740,Mosman Park (T),2012,39.7,36.2,38.1,88,1.6,79,2143.4,974,1017,,,,,,,,,,,,,
115.7655457,-32.01480439,5,55740,Mosman Park (T),2013,39.5,35.9,37.9,76,1.5,52,2186.8,1013,1042,,,,,,,,,,,,,
115.7655457,-32.01480439,5,55740,Mosman Park (T),2014,39.5,35.6,37.8,101,1.5,66,2211.2,1013,1033,,,,,,,,,,,,,
117.9759979,-28.23778089,5,55810,Mount Magnet (S),2010,37.6,31.3,34.9,15,3.3,3,,100,143,,,,,,,,,,,,,
117.9759979,-28.23778089,5,55810,Mount Magnet (S),2011,36.6,33.1,34.4,7,,,,102,100,1,,17,138,,5,16,43,9,47,21,6,42.2
117.9759979,-28.23778089,5,55810,Mount Magnet (S),2012,37.4,34,36.1,9,,,,79,62,,,,,,,,,,,,,
117.9759979,-28.23778089,5,55810,Mount Magnet (S),2013,39.1,34.3,37.1,9,,,0.1,104,85,,,,,,,,,,,,,
117.9759979,-28.23778089,5,55810,Mount Magnet (S),2014,38.4,34.9,36.9,10,,,,75,117,,,,,,,,,,,,,
117.9621925,-30.18368311,5,55880,Mount Marshall (S),2010,39.5,36.9,38.3,4,,3,0.1,30,65,,,,,,,,,,,,,
117.9621925,-30.18368311,5,55880,Mount Marshall (S),2011,39.1,38.7,38.8,3,,,,29,74,0.8,,4,130,3,3,14,52,8,66,7,,62.5
117.9621925,-30.18368311,5,55880,Mount Marshall (S),2012,37.8,39.7,38.8,7,,3,,47,25,,,,,,,,,,,,,
117.9621925,-30.18368311,5,55880,Mount Marshall (S),2013,39.4,40.4,40,7,,,,36,37,,,,,,,,,,,,,
117.9621925,-30.18368311,5,55880,Mount Marshall (S),2014,42.3,40.3,40.8,8,,,,43,39,,,,,,,,,,,,,
118.3112935,-30.63048146,5,55950,Mukinbudin (S),2010,41.7,42.1,42,10,,9,0.1,25,56,,,,,,,,,,,,,
118.3112935,-30.63048146,5,55950,Mukinbudin (S),2011,41.1,41.8,41.6,7,,3,0.1,26,63,0.7,,3,114,3,7,15,48,8,90,5,3,63.5
118.3112935,-30.63048146,5,55950,Mukinbudin (S),2012,44.2,43.3,43.6,7,,3,0.1,26,63,,,,,,,,,,,,,
118.3112935,-30.63048146,5,55950,Mukinbudin (S),2013,44.9,45.5,45.1,12,,,0.1,16,45,,,,,,,,,,,,,
118.3112935,-30.63048146,5,55950,Mukinbudin (S),2014,47,49.3,47.8,6,,,0.1,31,33,,,,,,,,,,,,,
116.251626,-31.89994223,5,56090,Mundaring (S),2010,39,41.8,40.4,373,2.1,167,58.9,3724,3563,,,,,,,,,,,,,
116.251626,-31.89994223,5,56090,Mundaring (S),2011,39.3,42.1,40.7,351,2,162,59.6,3389,3352,2.3,181,274,12179,98,69,454,3708,883,4035,853,480,73
116.251626,-31.89994223,5,56090,Mundaring (S),2012,39.6,42.5,41.1,364,2,169,60.7,3609,3233,,,,,,,,,,,,,
116.251626,-31.89994223,5,56090,Mundaring (S),2013,39.9,42.8,41.4,371,1.9,176,61.9,3724,3537,,,,,,,,,,,,,
116.251626,-31.89994223,5,56090,Mundaring (S),2014,40.4,43.2,41.9,386,1.9,192,62.3,3500,3506,,,,,,,,,,,,,
116.2992345,-26.75170741,5,56160,Murchison (S),2010,43,28,38.7,,,,,4,9,,,,,,,,,,,,,
116.2992345,-26.75170741,5,56160,Murchison (S),2011,41.2,31.8,39.5,3,,,,10,4,4.4,,,10,,,,5,3,17,3,3,56.3
116.2992345,-26.75170741,5,56160,Murchison (S),2012,40.1,39.7,41.6,3,,,,5,14,,,,,,,,,,,,,
116.2992345,-26.75170741,5,56160,Murchison (S),2013,42.5,34,41.6,,,,,10,13,,,,,,,,,,,,,
116.2992345,-26.75170741,5,56160,Murchison (S),2014,41.5,29,40.5,,,,,13,9,,,,,,,,,,,,,
115.9905514,-32.62332639,5,56230,Murray (S),2010,43,41.8,42.4,150,2.2,87,8.5,1696,1284,,,,,,,,,,,,,
115.9905514,-32.62332639,5,56230,Murray (S),2011,43.2,42.4,42.8,168,2.2,97,8.6,1722,1380,0.6,41,102,3788,35,18,184,1243,290,1870,361,152,63.8
115.9905514,-32.62332639,5,56230,Murray (S),2012,42.9,42.3,42.6,177,2.2,84,9.1,1595,1279,,,,,,,,,,,,,
115.9905514,-32.62332639,5,56230,Murray (S),2013,42.2,41.9,42,166,2.2,97,9.5,1902,1268,,,,,,,,,,,,,
115.9905514,-32.62332639,5,56230,Murray (S),2014,42.4,41.9,42.1,162,2,121,9.9,1824,1508,,,,,,,,,,,,,
115.6638873,-34.12843712,5,56300,Nannup (S),2010,47.9,49.4,48.8,9,,7,0.4,115,116,,,,,,,,,,,,,
115.6638873,-34.12843712,5,56300,Nannup (S),2011,48.6,49.5,49.2,11,2.1,6,0.4,111,119,1.6,,7,285,7,12,22,89,19,206,26,18,62
115.6638873,-34.12843712,5,56300,Nannup (S),2012,49.3,50,49.8,5,,11,0.4,124,97,,,,,,,,,,,,,
115.6638873,-34.12843712,5,56300,Nannup (S),2013,50.1,52,51.1,9,,5,0.4,88,80,,,,,,,,,,,,,
115.6638873,-34.12843712,5,56300,Nannup (S),2014,51,52.8,51.9,11,2.2,13,0.4,106,73,,,,,,,,,,,,,
118.6540645,-32.04838072,5,56370,Narembeen (S),2010,44.1,42.8,43.5,8,,8,0.2,56,84,,,,,,,,,,,,,
118.6540645,-32.04838072,5,56370,Narembeen (S),2011,46.1,45,45.6,7,,10,0.2,68,86,0.5,,3,205,3,8,25,67,16,131,12,11,60.7
118.6540645,-32.04838072,5,56370,Narembeen (S),2012,46.3,44.2,45.4,14,,7,0.2,55,77,,,,,,,,,,,,,
118.6540645,-32.04838072,5,56370,Narembeen (S),2013,46.2,44.5,45.5,5,,4,0.2,51,78,,,,,,,,,,,,,
118.6540645,-32.04838072,5,56370,Narembeen (S),2014,46.3,45.9,46.2,17,,13,0.2,44,80,,,,,,,,,,,,,
117.2629763,-32.99578504,5,56450,Narrogin (S),2010,39.9,37.2,38.6,5,,,0.6,90,104,,,,,,,,,,,,,
117.2629763,-32.99578504,5,56450,Narrogin (S),2011,41.1,38.3,39.7,16,2.2,4,0.6,85,90,1.1,,4,272,,,23,97,12,103,10,8,71.5
117.2629763,-32.99578504,5,56450,Narrogin (S),2012,39.4,36.7,38.2,10,2.3,3,0.6,227,169,,,,,,,,,,,,,
117.2629763,-32.99578504,5,56450,Narrogin (S),2013,39.5,37.2,38.8,10,2.4,,0.5,251,198,,,,,,,,,,,,,
117.2629763,-32.99578504,5,56450,Narrogin (S),2014,39.7,37.5,39,12,2.1,4,0.5,280,262,,,,,,,,,,,,,
117.1720436,-32.93647543,5,56520,Narrogin (T),2010,35.8,37.7,36.7,73,2.7,61,331.6,299,448,,,,,,,,,,,,,
117.1720436,-32.93647543,5,56520,Narrogin (T),2011,36.3,36.6,36.5,71,2.5,42,332.1,304,391,0.7,,13,1247,3,17,51,357,55,437,133,47,53.8
117.1720436,-32.93647543,5,56520,Narrogin (T),2012,35.6,35.3,35.5,69,2.5,61,334.6,414,462,,,,,,,,,,,,,
117.1720436,-32.93647543,5,56520,Narrogin (T),2013,34,34.6,34.4,79,2.5,46,337.4,490,579,,,,,,,,,,,,,
117.1720436,-32.93647543,5,56520,Narrogin (T),2014,33.2,34.5,34,69,2.5,52,339.1,516,663,,,,,,,,,,,,,
115.7899486,-31.97240008,5,56580,Nedlands (C),2010,38.7,42.6,40.8,190,1.8,152,1090.6,2080,2393,,,,,,,,,,,,,
115.7899486,-31.97240008,5,56580,Nedlands (C),2011,38.9,42.6,40.9,176,1.8,161,1104.4,2193,2225,12,195,600,6001,53,326,102,2555,397,1749,366,182,80.9
115.7899486,-31.97240008,5,56580,Nedlands (C),2012,38.7,42.5,40.9,165,1.7,133,1125.2,2215,2194,,,,,,,,,,,,,
115.7899486,-31.97240008,5,56580,Nedlands (C),2013,38.3,42.4,40.7,161,1.6,155,1147.5,2009,2128,,,,,,,,,,,,,
115.7899486,-31.97240008,5,56580,Nedlands (C),2014,38.3,42.5,40.7,183,1.6,143,1166,2064,2085,,,,,,,,,,,,,
126.8347178,-25.08891373,5,56620,Ngaanyatjarraku (S),2010,25.5,27.4,26.7,17,1.3,12,,187,154,,,,,,,,,,,,,
126.8347178,-25.08891373,5,56620,Ngaanyatjarraku (S),2011,25.6,27.9,26.9,40,1.8,13,,194,180,1.4,,,81,,,6,122,12,72,83,28,31.3
126.8347178,-25.08891373,5,56620,Ngaanyatjarraku (S),2012,28.2,28.4,28.3,13,1.7,7,,156,171,,,,,,,,,,,,,
126.8347178,-25.08891373,5,56620,Ngaanyatjarraku (S),2013,29.2,29,29.2,12,1.6,9,,156,179,,,,,,,,,,,,,
126.8347178,-25.08891373,5,56620,Ngaanyatjarraku (S),2014,30.2,29.8,30.1,18,1,8,,157,169,,,,,,,,,,,,,
116.6359961,-31.68594733,5,56730,Northam (S),2010,38.7,39.5,39.1,167,2.6,72,7.5,963,1031,,,,,,,,,,,,,
116.6359961,-31.68594733,5,56730,Northam (S),2011,38.9,39.8,39.4,145,2.5,78,7.6,900,922,0.8,7,39,3067,22,14,143,863,184,1188,319,156,57.1
116.6359961,-31.68594733,5,56730,Northam (S),2012,38.8,40.1,39.5,160,2.5,91,7.8,919,784,,,,,,,,,,,,,
116.6359961,-31.68594733,5,56730,Northam (S),2013,36,40,38,173,2.5,90,8,928,965,,,,,,,,,,,,,
116.6359961,-31.68594733,5,56730,Northam (S),2014,36.4,40.3,38.3,180,2.6,95,8.1,1008,1002,,,,,,,,,,,,,
114.6464103,-27.75214899,5,56790,Northampton (S),2010,47.1,45.8,46.5,39,3.2,26,0.3,303,323,,,,,,,,,,,,,
114.6464103,-27.75214899,5,56790,Northampton (S),2011,48.2,46,47,48,3.6,30,0.3,289,334,0.5,,19,706,10,25,56,260,42,501,72,32,52.5
114.6464103,-27.75214899,5,56790,Northampton (S),2012,48.4,45.9,47.1,40,3.5,24,0.3,305,296,,,,,,,,,,,,,
114.6464103,-27.75214899,5,56790,Northampton (S),2013,48.5,46.1,47.2,30,3.2,30,0.3,274,315,,,,,,,,,,,,,
114.6464103,-27.75214899,5,56790,Northampton (S),2014,49.1,46.8,48,34,2.7,30,0.3,273,330,,,,,,,,,,,,,
118.2084847,-31.14960291,5,56860,Nungarin (S),2010,45.3,40.3,42.5,,,,0.2,9,24,,,,,,,,,,,,,
118.2084847,-31.14960291,5,56860,Nungarin (S),2011,46.8,42.4,46,4,,,0.2,12,14,1.7,,,62,,,10,17,7,29,6,,54.7
118.2084847,-31.14960291,5,56860,Nungarin (S),2012,47.8,43.5,46.8,,,,0.2,22,18,,,,,,,,,,,,,
118.2084847,-31.14960291,5,56860,Nungarin (S),2013,51.8,47,48.4,5,,,0.2,15,8,,,,,,,,,,,,,
118.2084847,-31.14960291,5,56860,Nungarin (S),2014,52.8,46.3,49.1,5,,,0.2,15,22,,,,,,,,,,,,,
115.7671427,-31.99933321,5,56930,Peppermint Grove (S),2010,43.9,40.5,42.3,12,2,10,1524,182,199,,,,,,,,,,,,,
115.7671427,-31.99933321,5,56930,Peppermint Grove (S),2011,45.4,40.3,42.8,4,,,1525.9,190,187,8.3,38,16,356,,7,11,173,17,153,28,10,75.7
115.7671427,-31.99933321,5,56930,Peppermint Grove (S),2012,46.4,40.3,43.6,7,,8,1571.7,184,234,,,,,,,,,,,,,
115.7671427,-31.99933321,5,56930,Peppermint Grove (S),2013,46.2,39.3,42.8,6,,7,1574.6,178,207,,,,,,,,,,,,,
115.7671427,-31.99933321,5,56930,Peppermint Grove (S),2014,46.2,39.4,42.8,8,,7,1578.3,145,192,,,,,,,,,,,,,
116.6114059,-29.44397678,5,57000,Perenjori (S),2010,39,32.2,37.4,12,2,4,0.1,92,86,,,,,,,,,,,,,
116.6114059,-29.44397678,5,57000,Perenjori (S),2011,38.6,35.6,38.2,8,,,0.1,85,101,0.4,3,97,271,,3,61,64,6,66,5,5,62.4
116.6114059,-29.44397678,5,57000,Perenjori (S),2012,38.9,35.9,38.5,9,,3,0.1,84,103,,,,,,,,,,,,,
116.6114059,-29.44397678,5,57000,Perenjori (S),2013,38.7,35.8,38.5,5,,,0.1,70,117,,,,,,,,,,,,,
116.6114059,-29.44397678,5,57000,Perenjori (S),2014,39.9,36.8,39.7,11,,,0.1,83,79,,,,,,,,,,,,,
115.8506626,-31.95763461,5,57080,Perth (C),2010,33.4,31.5,32.6,150,0.8,58,1473.6,3736,3550,,,,,,,,,,,,,
115.8506626,-31.95763461,5,57080,Perth (C),2011,32.9,31.2,32.1,126,0.8,47,1523.6,3938,3515,9,345,1584,3488,62,145,221,499,114,2412,129,83,61.9
115.8506626,-31.95763461,5,57080,Perth (C),2012,32.9,31.1,32,200,0.8,52,1611,3813,3837,,,,,,,,,,,,,
115.8506626,-31.95763461,5,57080,Perth (C),2013,32.6,31,31.9,163,0.8,63,1687.2,3467,3955,,,,,,,,,,,,,
115.8506626,-31.95763461,5,57080,Perth (C),2014,32.9,31.3,32.2,221,0.9,56,1727.1,3624,3589,,,,,,,,,,,,,
117.2220254,-32.51992003,5,57140,Pingelly (S),2010,42.3,43.8,43.1,11,2.7,13,0.9,146,108,,,,,,,,,,,,,
117.2220254,-32.51992003,5,57140,Pingelly (S),2011,41.3,44.9,43.2,26,3.5,5,0.9,102,85,0.8,,8,234,,4,22,95,14,166,38,15,55.7
117.2220254,-32.51992003,5,57140,Pingelly (S),2012,41.4,46.3,44.1,22,4.2,12,0.9,85,125,,,,,,,,,,,,,
117.2220254,-32.51992003,5,57140,Pingelly (S),2013,41.9,46.6,44.6,14,4.4,10,0.9,119,107,,,,,,,,,,,,,
117.2220254,-32.51992003,5,57140,Pingelly (S),2014,41.9,47.1,45.1,18,3.9,15,0.9,95,105,,,,,,,,,,,,,
117.5619915,-34.59722187,5,57210,Plantagenet (S),2010,42.4,42.4,42.4,64,2.4,28,1,471,477,,,,,,,,,,,,,
117.5619915,-34.59722187,5,57210,Plantagenet (S),2011,42.6,43.3,42.9,58,2.3,28,1,418,451,0.9,,17,1331,11,10,58,421,76,652,133,57,59.9
117.5619915,-34.59722187,5,57210,Plantagenet (S),2012,43,44.3,43.6,62,2.5,39,1,374,436,,,,,,,,,,,,,
117.5619915,-34.59722187,5,57210,Plantagenet (S),2013,43.5,44.7,44.1,50,2.3,43,1.1,446,353,,,,,,,,,,,,,
117.5619915,-34.59722187,5,57210,Plantagenet (S),2014,44.2,45.7,44.9,61,2.3,49,1.1,481,431,,,,,,,,,,,,,
118.6738777,-20.92874316,5,57280,Port Hedland (T),2010,32.4,29.3,30.9,286,2.3,49,0.8,2911,2444,,,,,,,,,,,,,
118.6738777,-20.92874316,5,57280,Port Hedland (T),2011,32.5,29.3,31,331,2.3,41,0.8,2875,2561,1.2,3,339,5431,53,53,226,1221,200,1069,232,98,54.9
118.6738777,-20.92874316,5,57280,Port Hedland (T),2012,32.6,29.6,31.3,313,2.3,48,0.9,1904,2565,,,,,,,,,,,,,
118.6738777,-20.92874316,5,57280,Port Hedland (T),2013,32.8,29.8,31.5,295,2.3,56,0.9,1796,2409,,,,,,,,,,,,,
118.6738777,-20.92874316,5,57280,Port Hedland (T),2014,33,30,31.7,325,2.2,49,0.9,1731,2192,,,,,,,,,,,,,
117.4234397,-32.0048157,5,57350,Quairading (S),2010,48.1,47.3,47.7,9,,10,0.5,95,96,,,,,,,,,,,,,
117.4234397,-32.0048157,5,57350,Quairading (S),2011,48.8,48.2,48.4,12,2.6,9,0.5,86,87,,,6,220,,4,30,73,15,169,32,3,56.7
117.4234397,-32.0048157,5,57350,Quairading (S),2012,50.4,48.2,48.8,16,2.4,6,0.5,51,136,,,,,,,,,,,,,
117.4234397,-32.0048157,5,57350,Quairading (S),2013,50.8,48.3,49.1,17,2.9,8,0.5,72,73,,,,,,,,,,,,,
117.4234397,-32.0048157,5,57350,Quairading (S),2014,51.1,48.8,49.6,19,3.4,5,0.5,80,65,,,,,,,,,,,,,
120.1386043,-33.61653277,5,57420,Ravensthorpe (S),2010,39.4,38.1,38.7,23,2.4,8,0.2,194,256,,,,,,,,,,,,,
120.1386043,-33.61653277,5,57420,Ravensthorpe (S),2011,39.2,38.2,38.8,36,2.4,16,0.2,357,197,1.2,,120,551,3,4,48,194,25,245,22,11,62.5
120.1386043,-33.61653277,5,57420,Ravensthorpe (S),2012,39.8,37.5,38.9,33,2.5,8,0.2,318,223,,,,,,,,,,,,,
120.1386043,-33.61653277,5,57420,Ravensthorpe (S),2013,40.5,39.2,39.9,24,2.5,8,0.2,275,260,,,,,,,,,,,,,
120.1386043,-33.61653277,5,57420,Ravensthorpe (S),2014,40.9,39.5,40.3,33,2.5,9,0.2,240,237,,,,,,,,,,,,,
115.7888618,-32.34413649,5,57490,Rockingham (C),2010,34.1,35.3,34.7,1588,2.4,627,408.4,9140,7438,,,,,,,,,,,,,
115.7888618,-32.34413649,5,57490,Rockingham (C),2011,34,35.4,34.8,1655,2.2,532,425.9,9311,7664,1,1254,1079,32617,308,235,1443,11271,2049,10346,3173,1168,69.3
115.7888618,-32.34413649,5,57490,Rockingham (C),2012,33.6,35.3,34.4,1734,2.2,552,447.9,10089,7822,,,,,,,,,,,,,
115.7888618,-32.34413649,5,57490,Rockingham (C),2013,33.3,34.9,34.1,1843,2.2,592,471.1,10491,7961,,,,,,,,,,,,,
115.7888618,-32.34413649,5,57490,Rockingham (C),2014,33.1,34.7,33.9,1872,2.1,637,490,10557,8451,,,,,,,,,,,,,
119.1727268,-28.33662597,5,57630,Sandstone (S),2010,46.5,40.3,45.3,3,,,,27,16,,,,,,,,,,,,,
119.1727268,-28.33662597,5,57630,Sandstone (S),2011,46,40.5,42.8,,,,,6,19,3.2,,,9,,,4,5,4,19,,,44.9
119.1727268,-28.33662597,5,57630,Sandstone (S),2012,47.9,41.8,46,,,,,24,10,,,,,,,,,,,,,
119.1727268,-28.33662597,5,57630,Sandstone (S),2013,46,41.7,44.5,,,,,11,12,,,,,,,,,,,,,
119.1727268,-28.33662597,5,57630,Sandstone (S),2014,46.5,43,46.1,,,,,2,18,,,,,,,,,,,,,
116.0348351,-32.34452831,5,57700,Serpentine-Jarrahdale (S),2010,36.1,35.9,36,222,2.1,66,19,2045,1514,,,,,,,,,,,,,
116.0348351,-32.34452831,5,57700,Serpentine-Jarrahdale (S),2011,35.7,35.6,35.7,256,2.1,68,20.5,2447,1512,1,117,104,6051,31,19,351,2021,483,1841,404,156,73.4
116.0348351,-32.34452831,5,57700,Serpentine-Jarrahdale (S),2012,34.7,35,34.8,264,2.1,68,22.1,2450,1397,,,,,,,,,,,,,
116.0348351,-32.34452831,5,57700,Serpentine-Jarrahdale (S),2013,34.1,34.7,34.4,329,2.2,72,23.5,2390,1659,,,,,,,,,,,,,
116.0348351,-32.34452831,5,57700,Serpentine-Jarrahdale (S),2014,33.7,34.6,34.1,353,2.2,80,25.1,2758,1714,,,,,,,,,,,,,
114.5236472,-26.53502038,5,57770,Shark Bay (S),2010,46.6,41.2,45.1,10,2.4,3,,110,123,,,,,,,,,,,,,
114.5236472,-26.53502038,5,57770,Shark Bay (S),2011,47.3,41.2,45.4,6,,4,,143,114,1,,3,234,4,8,19,68,6,126,15,9,45.5
114.5236472,-26.53502038,5,57770,Shark Bay (S),2012,47.3,38.9,44.6,11,1.4,7,,133,130,,,,,,,,,,,,,
114.5236472,-26.53502038,5,57770,Shark Bay (S),2013,47.6,38.3,44.5,7,,5,,143,124,,,,,,,,,,,,,
114.5236472,-26.53502038,5,57770,Shark Bay (S),2014,48.1,39.7,45.3,16,1.6,4,,160,111,,,,,,,,,,,,,
115.8700153,-31.99785761,5,57840,South Perth (C),2010,34.3,37.9,36,433,1.4,307,2169.8,4407,5347,,,,,,,,,,,,,
115.8700153,-31.99785761,5,57840,South Perth (C),2011,34.3,37.8,36,468,1.4,322,2201.6,4449,4912,7.2,290,1934,13418,115,506,382,3310,574,4458,823,465,71.7
115.8700153,-31.99785761,5,57840,South Perth (C),2012,33.9,37.2,35.5,460,1.4,347,2266.9,4745,4633,,,,,,,,,,,,,
115.8700153,-31.99785761,5,57840,South Perth (C),2013,33.7,36.6,35,477,1.4,333,2327.3,4348,4782,,,,,,,,,,,,,
115.8700153,-31.99785761,5,57840,South Perth (C),2014,33.8,36.5,35,484,1.4,311,2345.9,3944,4904,,,,,,,,,,,,,
115.8196269,-31.88569325,5,57910,Stirling (C),2010,35.6,37.6,36.5,2837,1.8,1268,1947.2,18587,19585,,,,,,,,,,,,,
115.8196269,-31.88569325,5,57910,Stirling (C),2011,35.3,37.3,36.3,2882,1.7,1221,1996.1,18640,19546,4.2,1922,4731,67257,673,1343,1805,17730,3422,20642,4850,2769,66.2
115.8196269,-31.88569325,5,57910,Stirling (C),2012,34.8,37,35.9,3117,1.8,1223,2069.5,19172,18855,,,,,,,,,,,,,
115.8196269,-31.88569325,5,57910,Stirling (C),2013,34.5,36.7,35.5,3215,1.8,1278,2132.1,18406,19321,,,,,,,,,,,,,
115.8196269,-31.88569325,5,57910,Stirling (C),2014,34.4,36.6,35.4,3169,1.7,1267,2171.1,17840,20036,,,,,,,,,,,,,
115.8186702,-31.95765935,5,57980,Subiaco (C),2010,34.7,35.5,35.1,222,1.5,111,2669.7,2216,2249,,,,,,,,,,,,,
115.8186702,-31.95765935,5,57980,Subiaco (C),2011,34.6,35.1,34.8,227,1.4,118,2699.5,2212,2272,12.1,468,882,4357,78,397,140,1428,163,1941,303,145,70.7
115.8186702,-31.95765935,5,57980,Subiaco (C),2012,34.3,35.3,34.8,249,1.5,121,2765.6,2107,2566,,,,,,,,,,,,,
115.8186702,-31.95765935,5,57980,Subiaco (C),2013,33.8,35.2,34.5,211,1.4,126,2818.2,2133,2221,,,,,,,,,,,,,
115.8186702,-31.95765935,5,57980,Subiaco (C),2014,33.6,35,34.3,238,1.4,141,2890.9,2027,2104,,,,,,,,,,,,,
116.0674245,-31.74142187,5,58050,Swan (C),2010,33.4,34.7,34.1,1654,2.1,452,106.5,10695,9648,,,,,,,,,,,,,
116.0674245,-31.74142187,5,58050,Swan (C),2011,33.4,34.9,34.2,1673,2,451,109.6,10315,9402,1.3,733,1210,38286,270,292,1348,11882,2509,9565,3376,1562,70.2
116.0674245,-31.74142187,5,58050,Swan (C),2012,33.3,34.8,34.1,1826,2,548,114.7,10851,8933,,,,,,,,,,,,,
116.0674245,-31.74142187,5,58050,Swan (C),2013,33.2,34.7,34,1830,2,558,119.7,11788,9595,,,,,,,,,,,,,
116.0674245,-31.74142187,5,58050,Swan (C),2014,33.2,34.8,34,2026,2,526,124.6,12094,9301,,,,,,,,,,,,,
117.4949909,-31.60667627,5,58190,Tammin (S),2010,36.5,40.2,38.8,7,,,0.4,51,45,,,,,,,,,,,,,
117.4949909,-31.60667627,5,58190,Tammin (S),2011,34.3,38.2,37.2,6,,3,0.4,18,40,,,,75,,,14,47,3,44,5,3,59
117.4949909,-31.60667627,5,58190,Tammin (S),2012,35,38,38,7,,,0.4,34,51,,,,,,,,,,,,,
117.4949909,-31.60667627,5,58190,Tammin (S),2013,33.5,36.5,34.8,9,,7,0.4,31,37,,,,,,,,,,,,,
117.4949909,-31.60667627,5,58190,Tammin (S),2014,34.7,37,36.8,7,,5,0.4,55,62,,,,,,,,,,,,,
115.5772492,-29.52547635,5,58260,Three Springs (S),2010,35.8,36.8,36.6,13,,3,0.2,75,105,,,,,,,,,,,,,
115.5772492,-29.52547635,5,58260,Three Springs (S),2011,36.8,38,37.3,12,,7,0.2,67,109,,,,147,3,3,11,61,,85,17,4,54.7
115.5772492,-29.52547635,5,58260,Three Springs (S),2012,37.6,40.9,40.3,18,,5,0.2,45,65,,,,,,,,,,,,,
115.5772492,-29.52547635,5,58260,Three Springs (S),2013,36.8,37.5,37,11,,5,0.2,95,75,,,,,,,,,,,,,
115.5772492,-29.52547635,5,58260,Three Springs (S),2014,39.7,40.3,40.5,8,,7,0.2,61,80,,,,,,,,,,,,,
116.3806547,-31.47109271,5,58330,Toodyay (S),2010,46.2,45.7,46,42,2.8,15,2.7,423,433,,,,,,,,,,,,,
116.3806547,-31.47109271,5,58330,Toodyay (S),2011,47.1,46.6,46.8,45,2.5,29,2.7,407,436,1.5,9,31,1172,3,3,96,347,95,658,119,46,62.6
116.3806547,-31.47109271,5,58330,Toodyay (S),2012,47.1,47,47.1,37,2.3,23,2.7,381,349,,,,,,,,,,,,,
116.3806547,-31.47109271,5,58330,Toodyay (S),2013,47.4,47.7,47.5,44,2.2,28,2.8,401,401,,,,,,,,,,,,,
116.3806547,-31.47109271,5,58330,Toodyay (S),2014,48.2,48.7,48.4,38,2,22,2.7,411,435,,,,,,,,,,,,,
117.8068287,-31.14402034,5,58400,Trayning (S),2010,41.7,47.3,44.9,4,,4,0.2,19,26,,,,,,,,,,,,,
117.8068287,-31.14402034,5,58400,Trayning (S),2011,42.3,49.1,46.3,5,,,0.2,28,26,1.8,,3,71,3,3,14,26,3,55,6,3,50
117.8068287,-31.14402034,5,58400,Trayning (S),2012,41.9,49.8,46.5,5,,7,0.2,39,17,,,,,,,,,,,,,
117.8068287,-31.14402034,5,58400,Trayning (S),2013,42.3,51.6,48.4,6,,,0.2,36,17,,,,,,,,,,,,,
117.8068287,-31.14402034,5,58400,Trayning (S),2014,46,50,48.6,3,,6,0.2,28,28,,,,,,,,,,,,,
