longitude,latitude,StateCode,LGA,LGA NAME,year,Median Age Ð Males (years),Median Age Ð Females (years),Median Age Ð Persons (years),Births,Total fertility rate (per female),Deaths,Population density (persons/km2),Arrivals,Departures,Postgraduate degree (%),Train or tram To Work,Bus To Work,Car (as driver; passenger) To Work,Motor bike/scooter To Work,Bicycle To Work,Other (inc. taxis) To Work,Couple families with children under 15 and/or dependent students,Couple families with non-dependent children only,Couple families without children,One parent families; children under 15 and/or dependent students,One parent families; non-dependent children only,Broadband connection (%)
145.2586995,-37.8889442,2,23670,Knox (C),2011,37,39.3,38.1,1776,1.8,929,1358.4,9333,10645,2.9,2242,749,57773,288,275,1034,16868,4584,13454,3837,2398,75.9
145.2586995,-37.8889442,2,23670,Knox (C),2012,37.3,39.6,38.5,1911,1.8,904,1358.1,8774,10276,,,,,,,,,,,,,
145.2586995,-37.8889442,2,23670,Knox (C),2013,37.6,39.9,38.8,1793,1.8,940,1359.9,8767,10394,,,,,,,,,,,,,
145.2586995,-37.8889442,2,23670,Knox (C),2014,37.8,40.1,39,1755,1.8,983,1366.2,9295,10071,,,,,,,,,,,,,
146.4381613,-38.27455683,2,23810,Latrobe (C),2010,37.6,39,38.3,917,2.1,564,51.3,3624,3447,,,,,,,,,,,,,
146.4381613,-38.27455683,2,23810,Latrobe (C),2011,38,39.3,38.7,954,2,574,51.8,3652,3546,1.2,162,181,22897,88,138,449,6266,1429,7664,2641,1030,60.8
146.4381613,-38.27455683,2,23810,Latrobe (C),2012,38.3,39.7,39.1,1025,2.1,620,51.9,3388,3602,,,,,,,,,,,,,
146.4381613,-38.27455683,2,23810,Latrobe (C),2013,38.7,40.1,39.4,947,2.1,600,51.7,3229,3847,,,,,,,,,,,,,
146.4381613,-38.27455683,2,23810,Latrobe (C),2014,39,40.4,39.7,944,2.1,688,51.7,3212,3687,,,,,,,,,,,,,
143.8671421,-36.36390509,2,23940,Loddon (S),2010,49.4,48.2,48.8,74,2.5,79,1.1,558,592,,,,,,,,,,,,,
143.8671421,-36.36390509,2,23940,Loddon (S),2011,50.5,49.1,49.9,66,2.3,82,1.1,548,551,0.7,3,9,1606,22,11,96,575,125,1032,158,82,49.9
143.8671421,-36.36390509,2,23940,Loddon (S),2012,51.1,49.2,50.1,82,2.6,98,1.1,464,530,,,,,,,,,,,,,
143.8671421,-36.36390509,2,23940,Loddon (S),2013,52,49.6,50.8,66,2.6,87,1.1,499,448,,,,,,,,,,,,,
143.8671421,-36.36390509,2,23940,Loddon (S),2014,52.9,50.1,51.4,70,2.6,82,1.1,452,413,,,,,,,,,,,,,
144.6166138,-37.33566679,2,24130,Macedon Ranges (S),2010,39.5,40.6,40.1,441,2,218,24.2,3087,2562,,,,,,,,,,,,,
144.6166138,-37.33566679,2,24130,Macedon Ranges (S),2011,40.1,40.9,40.5,480,2,242,24.5,2923,2510,3,767,49,14008,40,46,361,4730,945,4356,990,411,72.2
144.6166138,-37.33566679,2,24130,Macedon Ranges (S),2012,40.7,41.5,41.1,462,2,268,24.9,2830,2479,,,,,,,,,,,,,
144.6166138,-37.33566679,2,24130,Macedon Ranges (S),2013,41.1,41.9,41.5,446,2,252,25.2,2530,2329,,,,,,,,,,,,,
144.6166138,-37.33566679,2,24130,Macedon Ranges (S),2014,41.3,42.1,41.8,501,2,259,25.6,2995,2435,,,,,,,,,,,,,
145.1885608,-37.76159035,2,24210,Manningham (C),2010,40.5,43,41.8,1087,1.6,733,1029.2,6733,7648,,,,,,,,,,,,,
145.1885608,-37.76159035,2,24210,Manningham (C),2011,41.1,43.5,42.4,1029,1.6,745,1030,6819,7846,5.4,684,3212,37176,143,147,681,12476,3850,11255,2127,1707,75.8
145.1885608,-37.76159035,2,24210,Manningham (C),2012,41.5,44,42.8,1087,1.6,792,1032.5,6693,7597,,,,,,,,,,,,,
145.1885608,-37.76159035,2,24210,Manningham (C),2013,41.8,44.3,43.1,1028,1.6,729,1036.1,6412,7310,,,,,,,,,,,,,
145.1885608,-37.76159035,2,24210,Manningham (C),2014,41.8,44.5,43.3,993,1.5,815,1045.6,6727,7591,,,,,,,,,,,,,
146.2068532,-37.20039644,2,24250,Mansfield (S),2010,45.2,45.5,45.3,74,2.3,62,2,589,435,,,,,,,,,,,,,
146.2068532,-37.20039644,2,24250,Mansfield (S),2011,45.6,45.7,45.6,87,2.3,52,2.1,532,509,1.6,7,36,2273,12,38,86,600,118,1019,196,76,62.6
146.2068532,-37.20039644,2,24250,Mansfield (S),2012,45.4,45.5,45.5,78,2.2,53,2.1,545,443,,,,,,,,,,,,,
146.2068532,-37.20039644,2,24250,Mansfield (S),2013,45.9,45.3,45.6,79,2.3,60,2.1,557,423,,,,,,,,,,,,,
146.2068532,-37.20039644,2,24250,Mansfield (S),2014,46.5,45.6,46.1,90,2.4,69,2.1,462,427,,,,,,,,,,,,,
144.8777723,-37.79526741,2,24330,Maribyrnong (C),2010,33.3,34.3,33.8,1363,1.9,411,2357.4,7210,8323,,,,,,,,,,,,,
144.8777723,-37.79526741,2,24330,Maribyrnong (C),2011,33.3,34.4,33.8,1257,1.9,443,2406.7,7384,8185,5.9,4088,907,19463,274,971,348,6377,1151,6537,1883,1102,63.7
144.8777723,-37.79526741,2,24330,Maribyrnong (C),2012,33.4,34.5,33.9,1431,1.9,451,2461.5,7168,8071,,,,,,,,,,,,,
144.8777723,-37.79526741,2,24330,Maribyrnong (C),2013,33.4,34.5,33.9,1366,1.8,422,2537.6,7554,8217,,,,,,,,,,,,,
144.8777723,-37.79526741,2,24330,Maribyrnong (C),2014,33.3,34.5,33.8,1342,1.8,459,2621.4,7874,8074,,,,,,,,,,,,,
145.2652615,-37.80487231,2,24410,Maroondah (C),2010,36.3,39.1,37.7,1428,1.9,766,1737.1,8459,8800,,,,,,,,,,,,,
145.2652615,-37.80487231,2,24410,Maroondah (C),2011,36.6,39.4,38.1,1394,1.9,783,1747.6,8321,8640,3,2745,416,37175,170,226,644,10909,2490,9799,2926,1741,73.7
145.2652615,-37.80487231,2,24410,Maroondah (C),2012,36.6,39.6,38.1,1446,1.9,761,1761.4,7918,8256,,,,,,,,,,,,,
145.2652615,-37.80487231,2,24410,Maroondah (C),2013,36.6,39.7,38.2,1482,1.9,766,1782.9,8045,8163,,,,,,,,,,,,,
145.2652615,-37.80487231,2,24410,Maroondah (C),2014,36.7,39.7,38.2,1425,1.9,808,1811.1,8066,8111,,,,,,,,,,,,,
144.9438988,-37.81050275,2,24600,Melbourne (C),2010,29.1,28.4,28.8,860,1,282,2613.3,13726,13398,,,,,,,,,,,,,
144.9438988,-37.81050275,2,24600,Melbourne (C),2011,29.3,28.4,28.8,968,1,290,2683.4,14119,13692,10.6,9901,521,13106,289,1863,574,3564,518,10385,1309,610,71.1
144.9438988,-37.81050275,2,24600,Melbourne (C),2012,29.5,28.5,29,1015,1,276,2822,13682,13812,,,,,,,,,,,,,
144.9438988,-37.81050275,2,24600,Melbourne (C),2013,29.4,28.5,28.9,1001,0.9,326,3114.9,14116,14292,,,,,,,,,,,,,
144.9438988,-37.81050275,2,24600,Melbourne (C),2014,29.5,28.6,29,1111,0.9,323,3271.4,14310,14568,,,,,,,,,,,,,
144.6259836,-37.69300255,2,24650,Melton (S),2010,31.4,32.1,31.7,2017,2.2,353,202.5,10169,6345,,,,,,,,,,,,,
144.6259836,-37.69300255,2,24650,Melton (S),2011,31.7,32.2,32,2035,2.2,394,213.5,9761,6771,2,2162,287,37932,153,77,889,13347,2567,8201,3535,1382,71.5
144.6259836,-37.69300255,2,24650,Melton (S),2012,31.9,32.5,32.2,2246,2.2,380,223.4,9697,6872,,,,,,,,,,,,,
144.6259836,-37.69300255,2,24650,Melton (S),2013,32.1,32.7,32.4,2076,2.1,386,232.8,9305,7135,,,,,,,,,,,,,
144.6259836,-37.69300255,2,24650,Melton (S),2014,32.3,33,32.6,2098,2.1,414,242,9971,7633,,,,,,,,,,,,,
141.6828621,-34.86921286,2,24780,Mildura (RC),2010,37.8,39.4,38.6,640,2.2,404,2.3,2569,2879,,,,,,,,,,,,,
141.6828621,-34.86921286,2,24780,Mildura (RC),2011,38.2,39.5,38.9,723,2.2,422,2.3,2735,2936,0.8,7,154,15770,113,158,411,4541,895,5393,1828,621,56.1
141.6828621,-34.86921286,2,24780,Mildura (RC),2012,38.4,39.7,39.1,769,2.3,383,2.4,2757,2971,,,,,,,,,,,,,
141.6828621,-34.86921286,2,24780,Mildura (RC),2013,38.5,39.9,39.3,690,2.3,451,2.4,2959,2923,,,,,,,,,,,,,
141.6828621,-34.86921286,2,24780,Mildura (RC),2014,38.6,40,39.4,695,2.3,474,2.4,2872,2886,,,,,,,,,,,,,
145.0016364,-37.13755061,2,24850,Mitchell (S),2010,34.7,36.4,35.6,434,2.2,190,11.8,2904,2457,,,,,,,,,,,,,
145.0016364,-37.13755061,2,24850,Mitchell (S),2011,35.3,36.7,36.1,488,2.2,224,12.3,3119,2503,1.2,435,44,11434,46,54,349,3566,756,3258,1088,446,65.9
145.0016364,-37.13755061,2,24850,Mitchell (S),2012,36.3,37.8,37.1,565,2.3,181,12.6,3104,2680,,,,,,,,,,,,,
145.0016364,-37.13755061,2,24850,Mitchell (S),2013,36.4,38,37.2,488,2.3,206,13,2979,2588,,,,,,,,,,,,,
145.0016364,-37.13755061,2,24850,Mitchell (S),2014,36.6,38.2,37.4,519,2.3,223,13.5,3059,2612,,,,,,,,,,,,,
145.5503684,-36.06188146,2,24900,Moira (S),2010,42.9,44.3,43.6,313,2.3,289,7,1906,1855,,,,,,,,,,,,,
145.5503684,-36.06188146,2,24900,Moira (S),2011,43.5,44.3,43.9,328,2.4,299,7,1938,1884,0.6,3,40,7884,100,136,235,2396,494,3537,726,312,55.7
145.5503684,-36.06188146,2,24900,Moira (S),2012,44,44.9,44.4,344,2.4,299,7.1,1971,1793,,,,,,,,,,,,,
145.5503684,-36.06188146,2,24900,Moira (S),2013,44.5,45.6,45,352,2.5,309,7.1,1743,1742,,,,,,,,,,,,,
145.5503684,-36.06188146,2,24900,Moira (S),2014,45.1,46,45.6,329,2.5,297,7.1,1947,1813,,,,,,,,,,,,,
145.1440448,-37.89714483,2,24970,Monash (C),2010,35.9,39.4,37.8,1867,1.6,1126,2156.3,10926,14210,,,,,,,,,,,,,
145.1440448,-37.89714483,2,24970,Monash (C),2011,36,39.9,38.1,1820,1.6,1159,2176.1,11405,14063,7.2,6061,1437,50912,257,593,850,17483,4469,16318,3481,2584,73.6
145.1440448,-37.89714483,2,24970,Monash (C),2012,35.9,39.9,38,1995,1.6,1090,2207.8,11629,13540,,,,,,,,,,,,,
145.1440448,-37.89714483,2,24970,Monash (C),2013,35.8,39.8,37.9,1825,1.5,1160,2237.5,11453,13613,,,,,,,,,,,,,
145.1440448,-37.89714483,2,24970,Monash (C),2014,35.6,39.7,37.6,1902,1.5,1239,2270.5,11954,14221,,,,,,,,,,,,,
144.895763,-37.74949988,2,25060,Moonee Valley (C),2010,37,39.1,38.1,1298,1.6,765,2581.3,8066,8967,,,,,,,,,,,,,
144.895763,-37.74949988,2,25060,Moonee Valley (C),2011,36.9,38.8,37.9,1366,1.6,767,2600.2,8212,8905,4.8,5928,355,32569,285,961,670,10596,2714,10174,2373,1808,66.2
144.895763,-37.74949988,2,25060,Moonee Valley (C),2012,37.2,39.1,38.2,1419,1.6,780,2631.1,7693,8412,,,,,,,,,,,,,
144.895763,-37.74949988,2,25060,Moonee Valley (C),2013,37.3,39.2,38.3,1390,1.6,780,2665.8,8006,8040,,,,,,,,,,,,,
144.895763,-37.74949988,2,25060,Moonee Valley (C),2014,37.2,39.1,38.2,1310,1.5,782,2719.8,8504,8377,,,,,,,,,,,,,
144.2156562,-37.63278135,2,25150,Moorabool (S),2010,38.1,39.4,38.8,330,2.1,173,13.3,2279,1790,,,,,,,,,,,,,
144.2156562,-37.63278135,2,25150,Moorabool (S),2011,38.6,39.7,39.1,311,2,147,13.6,2522,1948,1.8,415,33,9492,47,36,231,2964,689,2847,804,395,65.6
144.2156562,-37.63278135,2,25150,Moorabool (S),2012,38.9,39.9,39.4,369,2,180,13.9,2416,1846,,,,,,,,,,,,,
144.2156562,-37.63278135,2,25150,Moorabool (S),2013,38.9,39.8,39.4,359,2,174,14.4,2368,1789,,,,,,,,,,,,,
144.2156562,-37.63278135,2,25150,Moorabool (S),2014,39.1,40.1,39.6,389,2.1,192,14.7,2338,1798,,,,,,,,,,,,,
144.9488888,-37.72991771,2,25250,Moreland (C),2010,34.3,36.1,35.2,2222,1.7,1145,2988.5,11213,13202,,,,,,,,,,,,,
144.9488888,-37.72991771,2,25250,Moreland (C),2011,34.2,36.1,35.1,2311,1.7,1115,3027.5,11400,12950,5.9,11897,490,36499,463,3455,980,13133,3015,14152,2935,2683,64.1
144.9488888,-37.72991771,2,25250,Moreland (C),2012,34.2,36,35.1,2391,1.6,1075,3074.8,11487,12955,,,,,,,,,,,,,
144.9488888,-37.72991771,2,25250,Moreland (C),2013,34.1,35.8,34.9,2279,1.6,1112,3138.6,11773,12482,,,,,,,,,,,,,
144.9488888,-37.72991771,2,25250,Moreland (C),2014,34,35.7,34.8,2353,1.6,1159,3208.8,12234,13000,,,,,,,,,,,,,
145.0353506,-38.34168557,2,25340,Mornington Peninsula (S),2010,41.6,44.2,43,1586,2,1321,205.1,10106,8829,,,,,,,,,,,,,
145.0353506,-38.34168557,2,25340,Mornington Peninsula (S),2011,42.3,44.9,43.7,1458,2,1380,206.2,9732,9025,2.1,439,401,45890,198,241,1115,13177,2886,16726,4065,1985,66.2
145.0353506,-38.34168557,2,25340,Mornington Peninsula (S),2012,42.7,45.1,43.9,1710,2.1,1243,208.3,9531,8901,,,,,,,,,,,,,
145.0353506,-38.34168557,2,25340,Mornington Peninsula (S),2013,43.1,45.4,44.3,1511,2.1,1291,210.1,9512,8835,,,,,,,,,,,,,
145.0353506,-38.34168557,2,25340,Mornington Peninsula (S),2014,43.5,45.7,44.6,1492,2.1,1422,212.4,9992,8536,,,,,,,,,,,,,
144.1929367,-37.05079023,2,25430,Mount Alexander (S),2010,44.9,47.3,46.2,149,2,164,11.6,1172,1129,,,,,,,,,,,,,
144.1929367,-37.05079023,2,25430,Mount Alexander (S),2011,45.6,47.9,46.8,143,1.9,178,11.7,1280,1129,3.3,200,28,4717,21,95,120,1397,314,2110,529,257,60.7
144.1929367,-37.05079023,2,25430,Mount Alexander (S),2012,46.3,48.7,47.6,142,1.9,175,11.7,1113,1113,,,,,,,,,,,,,
144.1929367,-37.05079023,2,25430,Mount Alexander (S),2013,46.8,49.2,48.1,175,2.1,175,11.8,1214,1040,,,,,,,,,,,,,
144.1929367,-37.05079023,2,25430,Mount Alexander (S),2014,47.4,49.6,48.5,145,2.1,170,11.8,1331,1016,,,,,,,,,,,,,
142.4900139,-38.12245522,2,25490,Moyne (S),2010,41.2,41.2,41.2,207,2.6,136,2.9,1348,1219,,,,,,,,,,,,,
142.4900139,-38.12245522,2,25490,Moyne (S),2011,41.7,41.8,41.7,179,2.4,120,2.9,1329,1276,1.5,11,38,4606,94,59,204,1642,302,1826,357,183,61
142.4900139,-38.12245522,2,25490,Moyne (S),2012,41.7,41.8,41.7,200,2.4,95,3,1326,1355,,,,,,,,,,,,,
142.4900139,-38.12245522,2,25490,Moyne (S),2013,42,42,42,215,2.4,120,3,1123,1207,,,,,,,,,,,,,
142.4900139,-38.12245522,2,25490,Moyne (S),2014,42.3,42.4,42.3,155,2.3,134,3,1132,1114,,,,,,,,,,,,,
145.6301391,-37.31098167,2,25620,Murrindindi (S),2010,43.9,43.6,43.8,132,2.3,108,3.4,1056,1169,,,,,,,,,,,,,
145.6301391,-37.31098167,2,25620,Murrindindi (S),2011,44.7,44.2,44.5,130,2.2,128,3.4,1002,1008,1.5,14,18,3781,27,31,143,1128,269,1711,286,133,60.8
145.6301391,-37.31098167,2,25620,Murrindindi (S),2012,45.7,45.2,45.5,128,2,108,3.5,960,946,,,,,,,,,,,,,
145.6301391,-37.31098167,2,25620,Murrindindi (S),2013,46.1,46,46,135,2,112,3.5,908,880,,,,,,,,,,,,,
145.6301391,-37.31098167,2,25620,Murrindindi (S),2014,46.6,46.5,46.5,135,2.1,126,3.5,948,840,,,,,,,,,,,,,
145.2368043,-37.62291463,2,25710,Nillumbik (S),2010,37.2,38.7,38,666,1.8,222,145.3,3810,4307,,,,,,,,,,,,,
145.2368043,-37.62291463,2,25710,Nillumbik (S),2011,37.7,39.5,38.7,654,1.8,211,145.1,3843,4330,4.4,1431,169,23235,107,114,478,7823,1998,4836,1263,677,81.8
145.2368043,-37.62291463,2,25710,Nillumbik (S),2012,38.4,40.1,39.3,607,1.9,228,145.1,3744,4217,,,,,,,,,,,,,
145.2368043,-37.62291463,2,25710,Nillumbik (S),2013,39.1,40.6,39.9,585,1.9,228,145,3603,3954,,,,,,,,,,,,,
145.2368043,-37.62291463,2,25710,Nillumbik (S),2014,39.6,41,40.4,561,1.8,275,145.4,3726,3944,,,,,,,,,,,,,
142.9198654,-36.84453072,2,25810,Northern Grampians (S),2010,43.2,45.3,44.3,97,1.9,136,2.1,833,762,,,,,,,,,,,,,
142.9198654,-36.84453072,2,25810,Northern Grampians (S),2011,43.8,46.1,45.1,114,1.8,137,2.1,879,910,0.8,6,15,3515,8,42,131,962,204,1524,312,155,54.2
142.9198654,-36.84453072,2,25810,Northern Grampians (S),2012,44.5,47,45.9,131,2,141,2.1,704,777,,,,,,,,,,,,,
142.9198654,-36.84453072,2,25810,Northern Grampians (S),2013,45,47.8,46.6,104,2.1,137,2.1,657,774,,,,,,,,,,,,,
142.9198654,-36.84453072,2,25810,Northern Grampians (S),2014,45.6,48.5,47.2,114,2.2,131,2,696,732,,,,,,,,,,,,,
144.9658138,-37.85181829,2,25900,Port Phillip (C),2010,35.5,35.2,35.3,1306,1.2,511,4654.7,11367,12499,,,,,,,,,,,,,
144.9658138,-37.85181829,2,25900,Port Phillip (C),2011,35.5,35,35.3,1274,1.2,473,4698.2,10897,12040,9,11531,579,25045,482,2249,668,5558,765,11714,1585,898,68
144.9658138,-37.85181829,2,25900,Port Phillip (C),2012,35.5,35.1,35.3,1331,1.2,457,4848.8,10826,11853,,,,,,,,,,,,,
144.9658138,-37.85181829,2,25900,Port Phillip (C),2013,35.6,35.2,35.4,1304,1.2,427,4946.8,10420,11465,,,,,,,,,,,,,
144.9658138,-37.85181829,2,25900,Port Phillip (C),2014,35.6,35.3,35.5,1273,1.1,457,5063.8,10858,11577,,,,,,,,,,,,,
143.3750411,-37.31645794,2,25990,Pyrenees (S),2010,48.5,47.5,48,66,2.4,71,2,641,565,,,,,,,,,,,,,
143.3750411,-37.31645794,2,25990,Pyrenees (S),2011,49.3,47.8,48.6,72,2.4,66,2,669,629,0.8,9,8,1644,3,8,81,527,130,868,153,90,54.3
143.3750411,-37.31645794,2,25990,Pyrenees (S),2012,50.2,48.5,49.4,58,2.3,56,2,573,533,,,,,,,,,,,,,
143.3750411,-37.31645794,2,25990,Pyrenees (S),2013,51.2,49.1,50,62,2.3,52,2,548,545,,,,,,,,,,,,,
143.3750411,-37.31645794,2,25990,Pyrenees (S),2014,51.5,49.1,50.2,69,2.2,68,2,583,498,,,,,,,,,,,,,
144.647714,-38.26428086,2,26080,Queenscliffe (B),2010,51.4,54.5,53,22,1.9,43,354.9,245,288,,,,,,,,,,,,,
144.647714,-38.26428086,2,26080,Queenscliffe (B),2011,52.2,55,53.7,18,1.7,30,355.2,267,223,5.1,5,6,725,3,17,16,221,39,430,56,30,64.6
144.647714,-38.26428086,2,26080,Queenscliffe (B),2012,51.9,55.5,53.9,21,1.7,34,358,298,257,,,,,,,,,,,,,
144.647714,-38.26428086,2,26080,Queenscliffe (B),2013,52.5,56.2,54.6,13,1.5,33,353.6,264,250,,,,,,,,,,,,,
144.647714,-38.26428086,2,26080,Queenscliffe (B),2014,52.7,57.2,55.3,16,1.5,43,351.2,250,192,,,,,,,,,,,,,
146.0759081,-38.62138915,2,26170,South Gippsland (S),2010,43.1,45,44,277,2.3,248,8.2,1634,1522,,,,,,,,,,,,,
146.0759081,-38.62138915,2,26170,South Gippsland (S),2011,43.6,45.3,44.4,289,2.2,219,8.3,2033,1590,1.5,21,49,7914,80,50,252,2410,481,3583,681,286,60.5
146.0759081,-38.62138915,2,26170,South Gippsland (S),2012,44.1,45.2,44.6,306,2.2,218,8.4,1878,1678,,,,,,,,,,,,,
146.0759081,-38.62138915,2,26170,South Gippsland (S),2013,44.6,45.5,45,312,2.3,222,8.5,1655,1572,,,,,,,,,,,,,
146.0759081,-38.62138915,2,26170,South Gippsland (S),2014,45.1,45.9,45.5,309,2.3,253,8.5,1579,1653,,,,,,,,,,,,,
142.0331555,-37.53644859,2,26260,Southern Grampians (S),2010,41.7,44.5,43.1,163,2.1,180,2.5,921,1087,,,,,,,,,,,,,
142.0331555,-37.53644859,2,26260,Southern Grampians (S),2011,42.2,44.7,43.5,169,2.1,182,2.5,987,942,1.3,4,16,5053,40,53,173,1487,271,2004,359,191,57.9
142.0331555,-37.53644859,2,26260,Southern Grampians (S),2012,42.3,44.7,43.6,185,2.1,194,2.5,830,1076,,,,,,,,,,,,,
142.0331555,-37.53644859,2,26260,Southern Grampians (S),2013,42.7,44.9,44,183,2.2,196,2.4,870,1089,,,,,,,,,,,,,
142.0331555,-37.53644859,2,26260,Southern Grampians (S),2014,43.3,45.4,44.5,159,2.2,164,2.4,717,906,,,,,,,,,,,,,
145.0336574,-37.85795699,2,26350,Stonnington (C),2010,34.7,36.6,35.6,1011,1.2,561,3849.2,9802,11020,,,,,,,,,,,,,
145.0336574,-37.85795699,2,26350,Stonnington (C),2011,34.7,36.1,35.4,976,1.2,534,3854.1,9200,10557,9.4,9903,503,24714,258,1213,533,7465,1230,10351,1432,978,71.5
145.0336574,-37.85795699,2,26350,Stonnington (C),2012,34.6,35.8,35.2,1083,1.2,540,3945.1,9829,10260,,,,,,,,,,,,,
145.0336574,-37.85795699,2,26350,Stonnington (C),2013,34.6,35.6,35,1047,1.2,608,4020.1,9736,10254,,,,,,,,,,,,,
145.0336574,-37.85795699,2,26350,Stonnington (C),2014,34.4,35.2,34.8,1045,1.2,603,4132,10101,10097,,,,,,,,,,,,,
145.4349175,-36.76033145,2,26430,Strathbogie (S),2010,49.1,49.9,49.5,81,2.2,124,2.9,664,716,,,,,,,,,,,,,
145.4349175,-36.76033145,2,26430,Strathbogie (S),2011,49.6,50.4,50,80,2.2,115,2.9,599,562,1.3,6,12,2658,10,38,111,682,182,1359,226,136,55.6
145.4349175,-36.76033145,2,26430,Strathbogie (S),2012,49.6,50.1,49.8,88,2,125,2.9,698,644,,,,,,,,,,,,,
145.4349175,-36.76033145,2,26430,Strathbogie (S),2013,49.8,50.4,50.2,86,2.1,111,2.9,703,604,,,,,,,,,,,,,
145.4349175,-36.76033145,2,26430,Strathbogie (S),2014,50.2,50.7,50.4,78,2,110,3,656,567,,,,,,,,,,,,,
144.053121,-38.31230241,2,26490,Surf Coast (S),2010,39.3,40.1,39.7,346,2,161,16.7,2334,1721,,,,,,,,,,,,,
144.053121,-38.31230241,2,26490,Surf Coast (S),2011,39.7,40.5,40.1,320,2,139,17.2,2542,1738,3.4,93,75,8510,24,76,190,2856,440,2741,573,249,71.2
144.053121,-38.31230241,2,26490,Surf Coast (S),2012,39.7,40.7,40.2,358,2.1,160,17.7,2317,1662,,,,,,,,,,,,,
144.053121,-38.31230241,2,26490,Surf Coast (S),2013,39.8,40.9,40.4,321,2,167,18.2,2224,1698,,,,,,,,,,,,,
144.053121,-38.31230241,2,26490,Surf Coast (S),2014,40.2,41.4,40.8,298,2,155,18.3,2167,1703,,,,,,,,,,,,,
143.1254554,-35.12020531,2,26610,Swan Hill (RC),2010,37.7,38.8,38.3,318,2.5,171,3.4,1160,1564,,,,,,,,,,,,,
143.1254554,-35.12020531,2,26610,Swan Hill (RC),2011,37.7,39.3,38.6,302,2.5,178,3.4,1161,1430,0.6,4,36,6275,39,59,185,1805,371,2239,573,203,53.5
143.1254554,-35.12020531,2,26610,Swan Hill (RC),2012,37.4,39.5,38.5,347,2.6,161,3.4,1131,1386,,,,,,,,,,,,,
143.1254554,-35.12020531,2,26610,Swan Hill (RC),2013,37.5,40,38.7,319,2.6,160,3.4,1078,1457,,,,,,,,,,,,,
143.1254554,-35.12020531,2,26610,Swan Hill (RC),2014,37.8,40.6,39.2,255,2.5,164,3.4,1123,1558,,,,,,,,,,,,,
147.5988579,-36.35445049,2,26670,Towong (S),2010,47.1,46.4,46.8,44,2.2,61,0.9,456,442,,,,,,,,,,,,,
147.5988579,-36.35445049,2,26670,Towong (S),2011,47.9,46.9,47.5,53,2.2,75,0.9,453,488,1,4,17,1651,41,4,78,524,91,840,125,52,59.7
147.5988579,-36.35445049,2,26670,Towong (S),2012,48.6,47.3,48,49,2.1,55,0.9,460,431,,,,,,,,,,,,,
147.5988579,-36.35445049,2,26670,Towong (S),2013,49.3,47.4,48.4,44,2.1,69,0.9,442,423,,,,,,,,,,,,,
147.5988579,-36.35445049,2,26670,Towong (S),2014,50.2,48.1,49.3,54,2.1,64,0.9,469,429,,,,,,,,,,,,,
146.4283718,-36.58822692,2,26700,Wangaratta (RC),2010,41.1,43.5,42.3,301,2.2,242,7.5,1422,1359,,,,,,,,,,,,,
146.4283718,-36.58822692,2,26700,Wangaratta (RC),2011,41.7,43.9,42.7,314,2.2,249,7.5,1477,1406,1.3,20,53,8800,59,217,212,2454,505,3132,751,387,59.7
146.4283718,-36.58822692,2,26700,Wangaratta (RC),2012,42.2,44.1,43.2,322,2.2,241,7.5,1454,1532,,,,,,,,,,,,,
146.4283718,-36.58822692,2,26700,Wangaratta (RC),2013,42.6,44.5,43.6,282,2.2,267,7.5,1339,1404,,,,,,,,,,,,,
146.4283718,-36.58822692,2,26700,Wangaratta (RC),2014,43.2,45,44.1,266,2.1,275,7.4,1308,1323,,,,,,,,,,,,,
142.511787,-38.37145289,2,26730,Warrnambool (C),2010,35.6,39.1,37.4,392,2,266,267.8,2173,1922,,,,,,,,,,,,,
142.511787,-38.37145289,2,26730,Warrnambool (C),2011,35.9,39.7,37.8,396,2,246,270.3,2133,2107,1.5,15,110,11376,58,173,182,2864,563,3218,1035,413,59.3
142.511787,-38.37145289,2,26730,Warrnambool (C),2012,36.2,40.2,38.2,415,2,239,273.1,2136,2104,,,,,,,,,,,,,
142.511787,-38.37145289,2,26730,Warrnambool (C),2013,36.3,40.5,38.4,362,1.9,289,275.1,2122,1950,,,,,,,,,,,,,
142.511787,-38.37145289,2,26730,Warrnambool (C),2014,36.5,40.7,38.6,397,1.9,288,277.2,2115,1999,,,,,,,,,,,,,
146.9193684,-37.8943361,2,26810,Wellington (S),2010,39.7,41.8,40.8,476,2.2,352,3.9,2396,2574,,,,,,,,,,,,,
146.9193684,-37.8943361,2,26810,Wellington (S),2011,40.1,42.4,41.3,463,2.1,386,3.9,2625,2454,1,16,81,11967,115,221,497,3641,709,4880,1170,483,60.7
146.9193684,-37.8943361,2,26810,Wellington (S),2012,40.5,42.8,41.7,518,2.2,376,3.9,2576,2533,,,,,,,,,,,,,
146.9193684,-37.8943361,2,26810,Wellington (S),2013,40.9,43.1,42.1,465,2.1,367,3.9,2442,2422,,,,,,,,,,,,,
146.9193684,-37.8943361,2,26810,Wellington (S),2014,41.4,43.5,42.6,437,2.1,363,3.9,2371,2554,,,,,,,,,,,,,
141.2793695,-36.67557719,2,26890,West Wimmera (S),2010,45.9,46.3,46.1,51,2.5,48,0.5,261,298,,,,,,,,,,,,,
141.2793695,-36.67557719,2,26890,West Wimmera (S),2011,46.6,46.6,46.6,41,2.5,50,0.5,294,329,0.6,,6,1039,19,15,84,401,55,583,80,39,54.6
